index:ID,class,definition,description,:LABEL
20465,java.net.ServerSocket,"public abstract class SelectableChannel
extends AbstractInterruptibleChannel
implements Channel","
A channel representing the readable end of a Pipe.
",Class
20466,java.net.SocketAddress,"public abstract class Selector
extends Object
implements Closeable","
A token representing the registration of a SelectableChannel with a
 Selector.
",Class
20467,java.net.SocketPermission,"public abstract class SocketChannel
extends AbstractSelectableChannel
implements ByteChannel, ScatteringByteChannel, GatheringByteChannel, NetworkChannel","
A selectable channel for stream-oriented listening sockets.
",Class
20468,java.net.URI,"public abstract class AbstractInterruptibleChannel
extends Object
implements Channel, InterruptibleChannel","
An asynchronous channel for reading, writing, and manipulating a file.
",Class
20469,java.net.URLClassLoader,"public abstract class AbstractSelectionKey
extends SelectionKey","
An asynchronous channel for stream-oriented connecting sockets.
",Class
20470,java.net.URLDecoder,"public abstract class AsynchronousChannelProvider
extends Object","
A selectable channel for datagram-oriented sockets.
",Class
20471,java.net.URLStreamHandler,"public abstract class AbstractSelectableChannel
extends SelectableChannel","
A typesafe enumeration for file-mapping modes.
",Class
20472,java.net.CacheRequest,"public abstract class AbstractSelector
extends Selector","
A token representing the membership of an Internet Protocol (IP) multicast
 group.
",Class
20473,java.net.ContentHandler,"public abstract class SelectorProvider
extends Object","
A channel representing the writable end of a Pipe.
",Class
20474,java.net.CookieManager,"public abstract class Charset
extends Object
implements Comparable<Charset>","
A channel that can be multiplexed via a Selector.
",Class
20475,java.net.DatagramSocket,"public abstract class CharsetEncoder
extends Object","
A multiplexor of SelectableChannel objects.
",Class
20476,java.net.HttpCookie,"public class CodingErrorAction
extends Object","
A selectable channel for stream-oriented connecting sockets.
",Class
20477,java.net.IDN,"public abstract class CharsetDecoder
extends Object","
Base implementation class for interruptible channels.
",Class
20478,java.net.Inet6Address,"public class CoderResult
extends Object","
Base implementation class for selection keys.
",Class
20479,java.net.InetSocketAddress,"public final class StandardCharsets
extends Object","
Service-provider class for asynchronous channels.
",Class
20480,java.net.JarURLConnection,"public abstract class CharsetProvider
extends Object","
Base implementation class for selectable channels.
",Class
20481,java.net.NetPermission,"public final class Files
extends Object","
Base implementation class for selectors.
",Class
20482,java.net.PasswordAuthentication,"public abstract class FileSystem
extends Object
implements Closeable","
Service-provider class for selectors and selectable channels.
",Class
20483,java.net.ProxySelector,"public final class LinkPermission
extends BasicPermission","
A named mapping between sequences of sixteen-bit Unicode code units and sequences of
 bytes.
",Class
20484,java.net.SecureCacheResponse,"public abstract class FileStore
extends Object","
An engine that can transform a sequence of sixteen-bit Unicode characters into a sequence of
 bytes in a specific charset.
",Class
20485,java.net.Socket,"public final class FileSystems
extends Object","
A typesafe enumeration for coding-error actions.
",Class
20486,java.net.SocketImpl,"public final class Paths
extends Object","
An engine that can transform a sequence of bytes in a specific charset into a sequence of
 sixteen-bit Unicode characters.
",Class
20487,java.net.StandardSocketOptions,"public final class StandardWatchEventKinds
extends Object","
A description of the result state of a coder.
",Class
20488,java.net.URL,"public final class AclEntry
extends Object","
Constant definitions for the standard Charsets.
",Class
20489,java.net.URLConnection,"public final class FileTime
extends Object
implements Comparable<FileTime>","
Charset service-provider class.
",Class
20490,java.net.URLEncoder,"public abstract class UserPrincipalLookupService
extends Object","
This class consists exclusively of static methods that operate on files,
 directories, or other types of files.
",Class
20491,java.nio.Buffer,"public static final class AclEntry.Builder
extends Object","
Provides an interface to a file system and is the factory for objects to
 access files and other objects in the file system.
",Class
20492,java.nio.ByteOrder,"public final class PosixFilePermissions
extends Object","
The Permission class for link creation operations.
",Class
20493,java.nio.DoubleBuffer,"public abstract class FileSystemProvider
extends Object","
A simple visitor of files with default behavior to visit all files and to
 re-throw I/O errors.
",Class
20494,java.nio.IntBuffer,"public abstract class FileTypeDetector
extends Object","
Storage for files.
",Class
20495,java.nio.MappedByteBuffer,"public class RMISecurityManager
extends SecurityManager","
Factory methods for file systems.
",Class
20496,java.nio.ByteBuffer,"public final class Naming
extends Object","
This class consists exclusively of static methods that return a Path
 by converting a path string or URI.
",Class
20497,java.nio.CharBuffer,"public abstract class Activatable
extends RemoteServer","
Defines the standard event kinds.
",Class
20498,java.nio.FloatBuffer,"public abstract class ActivationGroup
extends UnicastRemoteObject
implements ActivationInstantiator","
An entry in an access control list (ACL).
",Class
20499,java.nio.LongBuffer,"public final class ActivationGroupDesc
extends Object
implements Serializable","
Represents the value of a file's time stamp attribute.
",Class
20500,java.nio.ShortBuffer,"public class ActivationGroupID
extends Object
implements Serializable","
An object to lookup user and group principals by name.
",Class
20501,java.nio.channels.AsynchronousChannelGroup,"public final class ActivationDesc
extends Object
implements Serializable","
A builder of AclEntry objects.
",Class
20502,java.nio.channels.AsynchronousServerSocketChannel,"public final class ActivationGroup_Stub
extends RemoteStub
implements ActivationInstantiator, Remote","
This class consists exclusively of static methods that operate on sets of
 PosixFilePermission objects.
",Class
20503,java.nio.channels.Channels,"public static class ActivationGroupDesc.CommandEnvironment
extends Object
implements Serializable","
Service-provider class for file systems.
",Class
20504,java.nio.channels.FileChannel,"public class ActivationID
extends Object
implements Serializable","
A file type detector for probing a file to guess its file type.
",Class
20505,java.nio.channels.FileLock,"public final class Lease
extends Object
implements Serializable","
A MarshalledObject contains a byte stream with the serialized
 representation of an object given to its constructor.
",Class
20506,java.nio.channels.Pipe,"public final class VMID
extends Object
implements Serializable","
A subclass of SecurityManager used by RMI applications that use
 downloaded code.
",Class
